label,text
NO_PRETOX_REL,"Although in some instances variations from control attained levels of statistical significance , they were either of insufficient magnitude or showed no pattern to indicate an effect of treatment ."
NO_PRETOX_REL,"Animals were dosed for 4 cycles , at doses of 0 ( control ) , 0.05 , 0.3 and 0.9 mglkg at a dose volume of 2 mL / kg ."
NO_PRETOX_REL,"This study was designed to estimate a no - toxic - effect - level , the toxicokinetic profile , and the potential for reversal of any toxic effects within a 4 - week postdosing / recovery phase ."
PRETOX_REL,"At 1.0 and 7.5 mg / kg / day , hunched posture was evident in both sexes , and “ Holding body close to cage floor ” , partially closed eyes and limb extension were also noted in males only at 1.0 mg / kg / day and both sexes at 7.5 mg / kg / day ."
PRETOX_REL,Three group 4 ( 1000 mg / kg ) males showed respiratory sounds .
NO_PRETOX_REL,Histopathologic evaluation of the tissues examined in this study did not detect any toxicity .
NO_PRETOX_REL,All other concentrations were within specifications .
PRETOX_REL,"Treatment - related very slight or well - defined erythema occasionally occurred at the application sites in groups 2 , 3 and 4 for maximally 3 days after patch removal ."
PRETOX_REL,"An increase in the incidence of generally minimal inflammatory foci in the heart was present at 60 mg / kg , but the toxicological significance is equivocal ."
NO_PRETOX_REL,Enlarged livers were observed in 4/5 males and 2/5 females .
PRETOX_REL,"At 50 mg / kg / day , swelling ( one female ) , swollen appendages , limping , red feet , dry perineal staining and an increased incidence and frequency of swollen muzzles were noted ."
PRETOX_REL,"At clinical pathology examination , the very few compound - related findings consisted of prolongations of Prothrombin Times in both animals at 100 mg / kg / day , related to the pharmacological activity of the compound , and variations in urinalysis parameters from 30 mg / kg / day ( increases in urine volumes and presence of proteins , reversible ) ."
PRETOX_REL,The mesenteric lymph nodes showed multifocal red discolorations in females .
NO_PRETOX_REL,d ) Mortalities There were no mortalities during the course of the study .
NO_PRETOX_REL,"during the treatment period as well as during the recovery period ( p < 0.01 , Dunnett test ) ."
NO_PRETOX_REL,"Clinical signs , body weight and food consumption determinations were performed on all the animals ."
NO_PRETOX_REL,Data from recovery animals was generally unremarkable .
PRETOX_REL,The histopathological findings observed in the heart were paralleled by an increase in the heart weight ratio in group III ( 30/60 mg / kg ) - females .
PRETOX_REL,"In addition , at the mid dose of 2 mg / kg COMPOUND_XXX and higher : - decreased body weight gain in week 4 as well as over the whole treatment period ; - acinar hypertrophy in the intraorbital lacrimal gland ."
PRETOX_REL,"In the teeth , dose - dependent degeneration and decreased iron contents in ameloblasts corresponded to discoloration of the incisors at 10 mg / kg and higher ."
PRETOX_REL,Piloerection was observed in all animals receiving 300 mg / kg / day .
NO_PRETOX_REL,Samples of treated and Control skin were retained and the treated skin of all animals was examined microscopically .
NO_PRETOX_REL,"At the end of the dosing period , at 1.0 mg / kg , the mean AUC ( 0 - 24h ) was 76.7 ± 18.5 ng.h / mL and 88.4 ± 37.8 ng.h / mL for males and females respectively , Cmax , was 23.2 ± 6.63 ng / mL and 22.9 ± 8.44 ng / mL for males and females respectively and tmax , was 0.5 ± 0 h and 0.6 ± 0.3 h for males and females respectively ."
NO_PRETOX_REL,A concurrent control group received the vehicle control article on a comparable regimen .
NO_PRETOX_REL,The purpose of this 2 - week study in rats was to aid in the selection of dosages for a proposed 13 - week study in this species .
NO_PRETOX_REL,"The test article was formulated as patches , each with a content of 18 mg COMPOUND_XXX , Batch Nos XXXXXX and YYYY or 0 mg , placebo Batch Nos ZZZZZ and WWWWWW ."
PRETOX_REL,"In conclusion , dermal skin painting of COMPOUND_XXX Nail Lacquer at doses of 100 , 200 , and 270 mg / kg / day for 28 days produced test - article related findings in the treated skin sections when applied daily ."
NO_PRETOX_REL,"Plasma levels had decreased below the limit of quantification at 24 hours in all animals , and the area under the curve could only be determined from 5 minutes to 3 hours post injection ."
NO_PRETOX_REL,"After once weekly dosing for at least 13 weeks , exposure to COMPOUND_XXX and BJB432 was similar to the exposure after a single dose in both male and female dogs ."
PRETOX_REL,"However , there was a reduction in overall weight gain for females given ≥ 0.6 mg / kg which appeared to correlate with slight decreases in food consumption during the treatment period ."
PRETOX_REL,Four males and 10 females given 400 mg / kg / day died or were euthanatized within 7 to 22 days after initiation of treatment .
NO_PRETOX_REL,In the low dose group tiast was observed between 4 and 24 h post-dose .
NO_PRETOX_REL,Females showed slightly higher exposure levels at doses of 30 and 100 mg / kg / day .
NO_PRETOX_REL,volume of drug or vehicle administered was 10 ml ; kg / day .
NO_PRETOX_REL,"Out of the 18 rats / sex / group from the toxicity study , 12 rats / sex / group were sacrificed after at least 4 weeks of treatment and the remaining 6 rats / sex / group ( based on survival ) were sacrificed after at least 4 weeks of recovery ."
PRETOX_REL,"The trachea showed a mild to moderate pyogranulomatous inflammation in single rats , in males with increased incidences of mixed subepithelial infiltrates ."
PRETOX_REL,Test article - related decreases in estimated food consumption were noted in both sexes at 80 mglkg / day .
PRETOX_REL,"In conclusion , intravenous administration of COMPOUND_XXX at doses of 0.3 , 1.0 and 3 mg / kg for 13 weeks using a once weekly dosing schedule was associated with compound - related decreases in body weight parameters , food consumption , white blood cell counts and lymphocyte counts at doses ≥ 0.3 mg / kg ."
NO_PRETOX_REL,"Additional histopathological findings , observed with comparable incidence in both controls and treated rats ( KO ) in this study were considered to be spontaneous or incidental and none of these finding was attributed to effects of the test item ."
NO_PRETOX_REL,"CONCLUSION Toxicokinetic results showed that following a 4 - week repeated oral administration at doses of 80 to 480 mg / kg / day of COMPOUND_XXX , all macaques were exposed to COMPOUND_XXX on dosing Days 1 and 29 ."
NO_PRETOX_REL,Administration of 50111 of COMPOUND_XXX at a concentration of0 .4 mg / ml was considered to be close to the maximum tolerated dose .
NO_PRETOX_REL,"The study was mainly focused on the histopathological , electron microscopical , and molecular biological evaluation of tissues of the heart and skeletal muscle ."
PRETOX_REL,"Pathological examination revealed increased mastocytes ( grade 3 ) in 5/12 high dose animals and in 1/8 low dose recovery animals as swell as increased histiocytes in the mesenteric lymph nodes ( grade 3 ) in 2/19 control , 7/20 high dose , and in 2/8 high dose recovery rats ."
PRETOX_REL,"Discussion Bone and tooth changes observed in this study were related to increased exposure to fluoride with its accumulation , and were also consistent with skeletal / dental fluorosis in rats reported in the literature ( NTP , 1990 ; Maurer et al , 1990 ; Ream , 1981 ) ."
NO_PRETOX_REL,"The potential systemic toxicity , and reversibility of toxic effects of the test article , COMPOUND_XXX , were evaluated in this one - month study ( with a one - month recovery period ) in Crl : WI ( GLx / BRL / HAN ) IGS BR rats ."
NO_PRETOX_REL,"The following rounded values of Cmax and AUC ( o - 24h ) were observed on day 14 : COMPOUND_XXX Male Female COMPOUND_XXX - 666 Male Female 11 121 120 14 10 53 14 103 102 17 16 60 185 1810 1113 199 168 735 247 1637 1003 242 239 942 Cmax ( ng / ml ) 36 mg / day 108 mg / day 216 mg / day AUC o - 24h ( h.ng / ml ) 36 mg / day 108 mg / day 216 mg / day Because of the great between - animal variability , an increase of the concentration with the dose could not be demonstrated ."
NO_PRETOX_REL,"Electrocardiography was performed at pretest , and on day 13 ."
PRETOX_REL,"In general , there were no differences in the severity of the findings between the two treated groups with the exception of the pancreatic lesions which were mainly observed at 10 / 100/75 mg / kg / day ."
PRETOX_REL,"In the stomach , minimal multifocal acute hemorrhages were found in the glandular stomach ."
PRETOX_REL,Determination of organ weights revealed a dose - dependent increase of the relative kidney weights in 40 and 8 mg / kg / d males .
NO_PRETOX_REL,"Blood samples were taken prior to treatment ( on the first day ) , and at approximately 2 , 6 , and 24 h following patch application on the 1st and 14th days ."
PRETOX_REL,At 7 000 ppm : In females mean body weight was slightly reduced by between 3 and 7 % throughout the study period .
NO_PRETOX_REL,"Exposure to the COMPOUND_XXX and COMPOUND_YYY , in general , was higher than dose - proportional , which was most likely due to a saturable elimination pathway ."
NO_PRETOX_REL,All animals receiving active compound were exposed to the drug .
NO_PRETOX_REL,There were no COMPOUND_XXX - related clinical changes in rats given 40 or 160 mg / kg / day .
PRETOX_REL,"In addition , although there were no postmortem findings three weeks after the last application , the intestinal tract was also affected as indicated by diarrhea mainly observed a few days after treatment ."
NO_PRETOX_REL,"Exposure of COMPOUND_XXX increased in a supra dose - proportional manner , while exposure of COMPOUND_ZZZ , the N - oxide metabolite of COMPOUND_XXX , increased less than dose - proportionally ."
NO_PRETOX_REL,A four - week oral ( intubation ) toxicity and toxicokinetic study was conducted in Crl : CD@BR rats with COMPOUND_XXX ( TrocadeTM ) .
NO_PRETOX_REL,"Abstract The toxicity of the Ganciclovir prodrug COMPOUND_XXX , a nucleoside analogue , was evaluated in Beagle dogs given oral doses at 0.2 , 2 or 20 mg / kg / day for - 13 weeks ."
NO_PRETOX_REL,No mortality occurred during the course of this study .
PRETOX_REL,"Minimal to slight focal , macular or general erythema affecting the whole application area was observed occasionally in one female at 100 mg / kg ( week 4 ) , and the males ( weeks 1 to 4 ) and two females ( weeks 4 to 9 ) at 270 mg / kg ."
PRETOX_REL,TPZ and PTT : increased in H 073 / control in week 13 and 14 All the other parameters determined showed no changes up to and including group III .
NO_PRETOX_REL,All the animal having received COMPOUND_XXX presented measurable blood concentrations of the compound and of its metabolite .
NO_PRETOX_REL,One male receiving 50 mg / kg / day died in week 13 but the remaining five deaths occurred during weeks 31 to 34 of the treatment period .
NO_PRETOX_REL,The heart rates ( for individual and mean values see appendix of the report ) showed no changes up to and { including group II .
NO_PRETOX_REL,This effect was more pronounced for COMPOUND_XXX - 666 and is obviously related to the longer half - life of the metabolite .
NO_PRETOX_REL,Urines The results of the urinalyses are presented in the form of individual values and mean values in the appendix of the report ( for use of abbreviations see List of methods in the appendix of the report ) .
PRETOX_REL,"As the microscopic findings were seen mainly as single cell necrosis or focal changes , the huge reserve capacity of the liver may have counteracted to any changes in liver enzymes ."
NO_PRETOX_REL,The NOEL for the testicular findings was ~ 0.2 mg / kg / day .
PRETOX_REL,"upwards : - increase in calcium ( p < 0.01 ) in males and females on day 25 , reversible on day 53 Findings observed in animals exposed to COMPOUND_XXX from a daily dose of 40 pmol / kg bw ."
NO_PRETOX_REL,"C0040 ) , was suspended in aqueous 0.5 % hydroxylpropyl methylcellulose ( Methocel ) solution and orally administered by gavage once daily to male Wistar rats over 3 days ( 8 animals per group ) or 4 weeks ( 10 animals plus 3 additional animals for toxicokinetics per group ) at 40 or 80 mg / kg using a dosage volume of 5 mL / kg ."
NO_PRETOX_REL,Two groups offive male and five female CD - 1 mice were treated dermally with 50 111 COMPOUND_XXX ( Batch No .
NO_PRETOX_REL,"COMPOUND_XXX ( batch XXXXXX ) was administered to groups of 5 male and 5 female rats continuously via the diet at nominal dosages of 25 , 75 , 150 and 300 mg / kg / day for 2 weeks ."
NO_PRETOX_REL,An about dose - proportional increase with regard to both AUC ( 0 - 24 ) and Cmax was found from low to mid dose group .
PRETOX_REL,Minimal acute multifocal hemorrhages were noticed in the mucosa of the glandular stomach of this animal .
NO_PRETOX_REL,"Plasma exposure to the compound was good , with a dose - related increase in exposure at doses between 50 and 2000 mg / kg / day ."
NO_PRETOX_REL,The total exposures to COMPOUND_XXX and its active metabolites at the 600 mg / kg / day dose level were generally comparable to the exposures to COMPOUND_XXX in the single - dose rat pharmacokinetic study [ 1 ] .
NO_PRETOX_REL,"The test - article preparations were prepared daily , shortly before use , as a suspension in 1 % carboxymethylcellulose and 0.2 % polysorbate 80 ."
NO_PRETOX_REL,The stability of COMPOUND_XXX in the preparations was also proved .
PRETOX_REL,"Clinical Signs ( Tables 1 - 1 to 1 - 30 , Appendices 1 - 1 to 1 - 90 ) Changes related to COMPOUND_XXX : At 10 mg / kg and higher , discoloration ( whitish bands or whiteness ) of incisors was observed in all animals except for 2 moribund or early sacrificed animals ( Animal Nos. 03F04 and 03F10 ) from Day 21 as earliest through to the end of dosing period ."
NO_PRETOX_REL,"As can be seen from the pathology report , necropsy showed no adverse effects up to and including group III ."
NO_PRETOX_REL,"Protocol - specified organs were weighed and tissues were collected , processed and microscopically examined on all animals ."
NO_PRETOX_REL,The causes of death / sacrifice for animal nos. 1013 : 2007 and 4513 were not considered to be test article - related .
NO_PRETOX_REL,"At the end of the recovery period , the changes in the stifle joint were diminished ."
NO_PRETOX_REL,Selected tissues were examined macroscopically and microscopically from all animals .
NO_PRETOX_REL,"In the different tissues investigated , the concentrations of COMPOUND_XXX were higher than in plasma with : liver ≈ cortex > pelvis at 60 mg / kg / day and liver >> cortex >> pelvis at 180 mg / kg / day ."
NO_PRETOX_REL,"With the exception of the ureters , all lesions were reversible after the recovery period ."
PRETOX_REL,"Amorphous phosphate type crystals were observed in the urine sediment of in larger quantities in treated animals and in one treated male , additional crystals , characterized by a needle shape appearance , distributed in bundles , were observed ."
NO_PRETOX_REL,No significant difference was observed between male and female mice .
NO_PRETOX_REL,Dose volume for all animals was 5 mL / kg .
PRETOX_REL,Most females were diestric .
PRETOX_REL,"At the end of the recovery period , adrenal and ovary weights were increased in females at 50 mg / kg / day ."
PRETOX_REL,"Absolute and relative liver weights were increased in both sexes , and centrilobular hepatocellular hypertrophy and minimal hypertrophy and hyperplasia of thyroid follicular epithelium were observed ."
PRETOX_REL,"Test - article related histopathology findings were also observed in the daily - dosed 200 and 270 mg / kg rats ( Groups 3 and 4 ) , characterized by acanthosis , parakeratosis , ulceration , and pustule formation , and were minimal to moderate in nature ."
PRETOX_REL,"Results Clinical observations a ) General tolerance Pharmacological reactions to the compound administration were only noted in the top dose group , namely sedation and ataxis for some minutes after the injection ( over the whole study period ) ."
NO_PRETOX_REL,"The AUC ( 0 - 24 h ) values for female nos. 2501 , 3501 , 4501 and 4502 were 5870 , 9680 , 1270 and 11400 ng.h / mL at 6 , 20 and 60 mg / kg / day , respectively , on days 1 - 2 ."
PRETOX_REL,Due to body weight loss and minor hematology and clinical biochemistry findings at 240 mg / kg / day the NTEL can be set at 60 mg / kg / day .
PRETOX_REL,"Main effects were mild to moderate QTc interval prolongation and hypothermia at 0.15 mg / kg / day and 1.0 ( 1.5 ) mg / kg / day , and mild to moderate decreased activity , ataxia , excessive urination , inflammatory lesions in skin and oral mucosa , minimal to moderate body weight loss and food consumption reduction at 1.0 ( 1.5 ) mg / kg / day ."
NO_PRETOX_REL,"COMPOUND_XXX is a tyrosine kinase inhibitor , which is foreseen as an oral treatment of chronic myeloid leukemia ."
NO_PRETOX_REL,However a histological correlate could not be found .
PRETOX_REL,Bone fracture was identified at 50 mg / kg between Weeks 5 to 15 .
NO_PRETOX_REL,All changes were reversible or showed signs of reversal following a 4 - week recovery period .
PRETOX_REL,"One the basis of the clinical signs ( exaggerated pharmacologic activity ) which were detected at all doses in both sexes and the 10 % decrease in body weight gain in the low dose females , a no effect level of COMPOUND_XXX was not attained in this study ."
PRETOX_REL,Test article - related clinical signs were limited to reddened ear ( s ) ( slight to moderate ) in either sexes at 60 mg / kg / day .
PRETOX_REL,"General Observations Mortality Deaths and moribundity related to COMPOUND_XXX at 50 mg / kg : Three females ( Animal Nos. 03F11 , 03F12 , and 03F14 ) were found dead on Days 146 , 154 , and 81 , respectively ."
NO_PRETOX_REL,No relevant macroscopic findings were observed among animals killed on completion of the treatment or recovery periods .
NO_PRETOX_REL,"Determination of COMPOUND_XXX concentrations in plasma , after oral administration indicated the absorption of COMPOUND_XXX was rapid and an increase in dose resulted in a generally proportional increase in exposure to the test article after both single and multiple dose administration ."
NO_PRETOX_REL,There were no clinical chemistry changes attributed to treatment with COMPOUND_XXX .
NO_PRETOX_REL,COMPOUND_XXX concentrations in the jejunal content showed a generally dose - proportional increase from 60 to 600 mg / kg / day .
NO_PRETOX_REL,"In conclusion , daily oral administration of COMPOUND_XXX to cynomolgus monkeys at doses of 30 , 200 and 600 mg / kg / day for 39 weeks resulted in test - article related adverse effects at all dose levels ."
PRETOX_REL,Male No 26 in group 3 was found dead on day 88 of dosing without showing clinical signs before death .
PRETOX_REL,Clinical chemistry changes in rats given 400 mg / kg / day included increased BUN and AST ; increased ALT and phosphorus were present in males .
PRETOX_REL,"The observed changes were consistent with the hemolymphatic system alterations observed at the histopathological evaluation and were considered related to the mode of action of the test item that acts by inhibiting the p70S6K / AKT pathway , which regulates cell proliferation , differentiation and survival ."
NO_PRETOX_REL,"Clinical pathology evaluations ( hematology , bone marrow smears , clinical chemistry and urinalysis ) were conducted on all animals in weeks 4/5 and at the end of the recovery period ."
NO_PRETOX_REL,"The tables give the counts of ASAT , ALAT , APh , GLDH , GGT , LDH , CK , GLUCOSE , CHOL , TRIGL , CREA , UREA , BILF - t , PROT , ALBUMIN , Na , K , Ca , Cl , P , Fe , Mg , T3 , 14 , TBC , and from the liver tissue the parameters N - DEM , O - DEM , P 450 , and TRIGL ( for the use of abbreviations see List of methods in the appendix of the report In all the other clinicochemical parameters determined no changes were detected up to and including group III ."
NO_PRETOX_REL,COMPOUND_XXX was probably perorally absorbed after dermal application .
NO_PRETOX_REL,Given the isolated nature of this finding it could not be confidently attributed to treatment with COMPOUND_XXX .
PRETOX_REL,"The highest dosage of 7.5 mg / kg / day also induced convulsions in a small number of animals , together with lethargy , trembling , whole body squirm , ear twitching and slow deliberate movements in both sexes ."
NO_PRETOX_REL,"Extensive clinical ( symptoms , mortality , body weight , ophthalmoscopy ) , laboratory ( haematology , coagulation parameters , clinical chemistry , urine analysis ) and pathology examinations ( necropsy , selected organ weights , bone marrow smear , sperm analysis , histopathology ) were performed in all animals ."
PRETOX_REL,"This atrophy may be a direct effect of the compound , however a reaction to higher stress in the high dose group could also be resonsible for the slight atrophy , as a general decrease of lymphocytes can not be seen ."
PRETOX_REL,"Laboratory examinations and ophthalmoscopy were indicative of anemia and thrombopenia as well as hepatic and renal ( proteiniuria , hypalbuminemia , hypergammaglobulinemia , electrolyte imbalance ) impairment ."
NO_PRETOX_REL,"In conclusion , once - weekly dermal administration of COMPOUND_XXX Nail Lacquer containing different concentrations of hydrogen malate ( 100 , 200 or 270 mg base / g formulation ) at 1 mL / kg resulting in dosages of 100 , 200 or 270 mg base / kg or of the Placebo Nail Lacquer to Göttingen minipigs over about 13 weeks was generally well tolerated without clear indication of systemic toxicity ."
NO_PRETOX_REL,The epithelial cells were from physiological cell mouiting or from the urinary system ( round epithelial cells ) .
NO_PRETOX_REL,"Two satellite males treated at 200 mg / kg , from which blood was collected for toxicokinetic evaluation , died on day 4 of the treatment period due to effects of the blood sampling process ."
NO_PRETOX_REL,Dose groups 2 and 3 treated with the non selected clinical vehicles and variants are reported separately in Part B. COMPOUND_XXX was administered by dermal application every forty - seven hours ( 2 days ) to the left flank and every hundred - nineteen hours ( 5 days ) to the right flank .
NO_PRETOX_REL,"During bioanalysis it became evident that COMPOUND_XXX shows concentration - dependent light sensitivity , which was unknown at the start of the study ."
PRETOX_REL,Multiple dermal applications of COMPOUND_XXX patches resulted in an inhibition ( not doserelated ) of butyryl cholinesterase activity by 14 - 37 % after 14 days of application without any cholinergic effects .
NO_PRETOX_REL,of COMPOUND_XXX .
PRETOX_REL,"In conclusion , COMPOUND_XXX administered 3 times per week to male and female dogs for at least 4 weeks at doses of 0.15 , 0.5 and 1.5 mg / kg / day resulted in reversible decreases in body weight gain in females at 1.5 mg / kg / day ."
NO_PRETOX_REL,These effects persisted at 80 mg / kg / day throughout the treatment period but showed a tendency to return towards baseline in animals at 30 mglkg / day during week 31 .
PRETOX_REL,The overall mean cumulative body weight change on Day 28 was reduced by 16 % compared with the controls .
PRETOX_REL,"They correlated with some changes in hematological parameters ( increased white blood cells , lymphocyte and monocyte counts ) , more pronounced in females ."
PRETOX_REL,In addition vacuolisation of plasma cells was seen in one male animal and karyorrhexis was noted in one female animal which was sacrificed in moribund status on day 7 .
PRETOX_REL,"Laboratory diagnostics All relevant compound - related or suspected compound - related effects observed in female animals can briefly be summarized as follows : Findings from the low dose of 5 mg / kg COMPOUND_XXX upwards : e increase in alkaline phosphatase on day 28 , which lasted until day 49 in animals of the high dose ( group 6 ) of 50 mg / kg COMPOUND_XXX In addition , findings from the mid dose of 15 mg / kg COMPOUND_XXX upwards : e increase in urinary volume associated with a decrease in specific gravity and an increase in PH value on day 22 , which was absent on day 51 Additional findings at the high dose of 50 mg / kg COMPOUND_XXX e increase in alanine aminotransferase on day 28 , which was absent on day 49 e decrease in calcium on day 28 , which lasted until day 49 e slight increase in gamma globulin on day 28 , which lasted until day 49 ."
PRETOX_REL,"Absolute body weight gains and / or body weights were significantly reduced , as compared to control , for females in the 0.9 mg / kg dose group at the end of each subsequent dosing cycle ."
PRETOX_REL,"All these observations were no longer seen at the end of the treatment - free period , except for microscopic findings in the liver ."
NO_PRETOX_REL,"At study termination , all animals were necropsied , selected organs weighed and a range of tissues was taken , fixed and examined microscopically ."
PRETOX_REL,"At this same dose , animals exhibited skin anomalies such as desquamations traducing as hyperplasia and hyperkeratosis histologically , indurations and increased vulnerability ."
NO_PRETOX_REL,Ophthalmological examinations did not reveal any treatment - related effects .
NO_PRETOX_REL,"After multiple oral doses , exposure to COMPOUND_XXX was similar to a single dose in both male and female rats ."
NO_PRETOX_REL,Electrocardiographic examinations were also conducted on all animals during pretest and week 4 .
NO_PRETOX_REL,"Body weight , food consumption , electrocardiography , ophthalmoscopy , haematology , clinical chemistry , urinalysis , organ weights , necropsy and histopathology did not show treatment related findings ."
NO_PRETOX_REL,Body weight was unaffected by treatment at doses of ≤ 0.5 mg / kg / occasion .
NO_PRETOX_REL,"Histone deactylase activity was assessed in tissue samples of thyroid , anterior pituitary and liver collected at necropsy ( 10 / group / timepoint ) ."
NO_PRETOX_REL,"Importantly , potential neurodegenerative changes of a previous candidate from this series , COMPOUND_XXX , were assessed in a diabetic rat model and compared to that of normal ( i.e. , euglycemic ) Wistar rats ."
NO_PRETOX_REL,"The purpose of this nonclinical laboratory study was to establish the toxicologic effects of compound COMPOUND_XXX , a histone deacetylase inhibitor for the treatment of solid and hematological tumors , when administered to dogs for 4 cycles ( each cycle contains a 3 - day consecutive dosing followed by a 4 - day washout period ) ."
NO_PRETOX_REL,Sperm Analysis : There were no treatment - related effects on the sperm motility or counts .
NO_PRETOX_REL,"Therefore , the NOEL is considered to be below 0.05 mg / kg / day and the NOAEL is set at 0.05 mg / kg / day with a C max / AUC 0 - 24 levels on Day 29 of 1.04 / 0.90 and 1.62 / 2.30 [ ng / mL / ng.h / mL ] in males and females , respectively ."
NO_PRETOX_REL,"The following investigations were performed ; clinical observations , body weight , food consumption , ophthalmoscopy , electrocardiography , haematology , clinical chemistry , thyroid function , urinalysis , troponin analysis , pathology , histopathology and toxicokinetics ."
NO_PRETOX_REL,"In conclusion , COMPOUND_XXX was tolerated for 26 weeks up to 240 mg / kg / day ."
NO_PRETOX_REL,"IV ) showed pathological values in GOT and GPT in week 2 , an incidental finding unrelated to the compound ."
PRETOX_REL,"Following the 4 week recovery period evidence of reversibility was observed for all of the clinical chemistry parameters affected during the treatment period , although , cholesterol levels were still slightly lower than those of the controls ."
NO_PRETOX_REL,"This effect in the lungs is considered to be due to the amphiphilic properties of the compound , because it shows a great morphological similarity to the phospholipidosis described after amphiphilic chemicals ."
NO_PRETOX_REL,Exposure to COMPOUND_XXX after multiple oral doses was generally similar to that observed after a single dose .
NO_PRETOX_REL,Animal H 937 / group III which was sacrificed prematurely showed no evidence of findings which would be attributable to dosing with COMPOUND_XXX a Further details can be taken from the pathology report in the appendix of the report .
PRETOX_REL,Slightly decreased mean body weights were observed in females at 50 mg / kg / day towards the end of the dosing phase .
PRETOX_REL,Mild fibroplasia and changes in the synovial lining were seen at 1000 and 2000 mg / kg / day .
PRETOX_REL,"In addition , increases in AST and ALT were noted in 2 moribund sacrifice animals at 50 mg / kg ( Animal Nos. 03F04 and 03F10 ) , without histologic correlate ."
NO_PRETOX_REL,Five animals / sex / group were placed on an eight week recovery phase following 52 weeks of treatment and the remaining survivors were necropsied for the one year interim necropsy .
NO_PRETOX_REL,This inhibition was observed on days 12 and 26 for liver only .
NO_PRETOX_REL,No test item was detected in the control formulations .
NO_PRETOX_REL,The lesion persisted to the recovery necropsy .
NO_PRETOX_REL,"Clinical signs , body weight and estimated food consumption determinations were performed on all the animals ."
PRETOX_REL,"Treatment resulted in decreased neutrophil , eosinophil and red blood cell counts , hematocrit , hemoglobin and platelets , and increased MCV , MCH , MCHC and red cell distribution width at 50 mg / kg / day ."
PRETOX_REL,The second interim sacrifice on day 17 of the study revealed initial degenerative alterations in the left ventricular papillary muscle of the heart in one male and one female of group II ( 30/60 mg / kg ) .
PRETOX_REL,Hyaline droplet nephropathy is a recognized lesion of the male rat kidney that is related to the accumulation of α2μ - globulin in the proximal tubules of affected animal .
NO_PRETOX_REL,COMPOUND_XXX suspensions in 0.5 % ( w / v ) hydroxylpropyl - methylcellulose ( 0.5 % HPMC ) were found to be stable under the conditions of use for this study .
PRETOX_REL,The clinical signs observed during this study were consistent with excessive cholinergic stimulation in the peripheral and central nervous systems .
PRETOX_REL,"Autopsy "" Mammary tumor "" in animal No. 7096 ( F , top dose group ) histo - logically confirmed as lobular hyperplasia ( adenosis ) ."
NO_PRETOX_REL,"Ophthalmoscopic examinations were performed on all animals on study in pretest week -1 and Weeks 15 , 28 , 51 and 59 ( Recovery Week 7 ) ."
PRETOX_REL,The timing of the observations in this investigation indicated that any mechanism underlying the effects of HDAC inhibition in the thyroid by COMPOUND_XXX was likely to be an early event .
NO_PRETOX_REL,The incidence and severity increased with dose .
PRETOX_REL,Rough coat and lacrimation were observed in the High dose group .
PRETOX_REL,Following a two week period of recovery the treatment - related lesions in the liver of males were fully reversible .
NO_PRETOX_REL,"Inter-animal variability was medium to high , in both males and females after the first and last administration ."
NO_PRETOX_REL,Two additional animals / sex were assigned to the control and high dose groups and served as recovery animals for a 4 - week recovery period .
PRETOX_REL,"Reproductive organs including uterus , testes and epididymides , prostate and seminal vesicles were diminished in size ."
PRETOX_REL,Body weight gains for both sexes showed a marked improvement often surpassing concurrent control values .
NO_PRETOX_REL,"Eighty ( 80 ) Wistar rats were allocated to 8 groups ( 5 animals / sex / group ) and treated by the dermal route either once daily from Days 1 - 28 or twice weekly from Days 1 - 28 with the control article or the test articles , COMPOUND_XXX 100 mg / g Nail Lacquer ; COMPOUND_XXX 200 mg / g Nail Lacquer ; or COMPOUND_XXX 270 mg / g Nail Lacquer , at dose levels of 100 , 200 , or 270 mg / kg / day ."
NO_PRETOX_REL,Additional 2 males were included in the 120 ad 180 mg / kg COMPOUND_XXX groups as satellite animals for toxicokinetics and dosed as described above .
PRETOX_REL,Four of these naturally dying animals exhibited lesions that indicated an intubation error was the probable cause of death .
NO_PRETOX_REL,", Cmax or Cmin ) was dose - proportional and increased 2 - to 4-fold on multiple administration of COMPOUND_XXX ."
NO_PRETOX_REL,This finding showed a large decrease in incidence when the High Dose was reduced from 1.5 to 1.0 mg / kg / occasion .
PRETOX_REL,No changes were seen in the mean daily water consumption of treated females except for a slightly higher consumption at 225 mg / kg at the end of gestation .
PRETOX_REL,"However , increases in ALT and AST also suggested liver damage ."
NO_PRETOX_REL,"Clinical signs , body weight and estimated food consumption determinations were performed on all the animals ."
NO_PRETOX_REL,"Females in general had higher exposure to COMPOUND_XXX than males , especially in the low dose group ."
NO_PRETOX_REL,COMPOUND_XXX ( Batch no .
PRETOX_REL,The absolute and relative weights of the spleen and thymus were decreased in both sexes .
PRETOX_REL,"Lesions at doses : ; : : : 15 mg / kg / day included focal fibrosis of bone marrow , atrophy of acinar cells of the Harderian gland and increased eosinophilic macrophages in mesenteric lymph nodes ."
PRETOX_REL,"Other fluoride related changes were observed in the stomach in animals that died or were sacrificed early at 10 mg / kg and higher , and in the kidney at 25 and 50 mg / kg ."
NO_PRETOX_REL,The changes can be attributed to actions of estrogens .
PRETOX_REL,"At necropsy , enlarged livers were noted in 4/5 males and 2/5 females ."
NO_PRETOX_REL,Changes unrelated to COMPOUND_XXX : Other statistically significant changes were sporadic or within the variations .
